iter	Logloss
0	0.4756445599
1	0.3175183974
2	0.2320100424
3	0.1725026956
4	0.1361083784
5	0.112605464
6	0.08893115205
7	0.07337468129
8	0.06412884955
9	0.0567834357
10	0.05110171182
11	0.04590558572
12	0.04367118826
13	0.03968842162
14	0.03726621914
15	0.03352529211
16	0.03253555912
17	0.03077862801
18	0.02956945339
19	0.02826082932
20	0.02727825124
21	0.02610965271
22	0.02569165154
23	0.02489066267
24	0.02432617501
25	0.02371084154
26	0.02279065655
27	0.02181480937
28	0.02153604949
29	0.02071361629
30	0.02053531447
31	0.01966360582
32	0.01933253943
33	0.01908822233
34	0.01872256711
35	0.01843933421
36	0.01784467679
37	0.01697946762
38	0.01682133985
39	0.01618821325
40	0.01606831914
41	0.01572942483
42	0.01552541554
43	0.01511553689
44	0.0149939548
45	0.01490003306
46	0.01460140852
47	0.01444835369
48	0.01439294943
49	0.01393060441
50	0.013825025
51	0.01374311424
52	0.01332207292
53	0.01319948375
54	0.01314913617
55	0.01276355585
56	0.01274333174
57	0.01259736929
58	0.01256788617
59	0.01240804092
60	0.01238879362
61	0.01203092988
62	0.0119511987
63	0.01185276196
64	0.01170470302
65	0.01132458776
66	0.01121504246
67	0.01113240677
68	0.01108055961
69	0.01088711649
70	0.01084361046
71	0.01052919177
72	0.01034827644
73	0.01023238088
74	0.01012072291
75	0.01006707847
76	0.009789860151
77	0.0096072809
78	0.009559106087
79	0.009414257698
80	0.009340334281
81	0.009207735563
82	0.009128306639
83	0.009068010994
84	0.009036850573
85	0.008983470802
86	0.00891956553
87	0.008815619924
88	0.008798697683
89	0.008375120656
90	0.008255351413
91	0.008227449985
92	0.008206161896
93	0.008111289615
94	0.007987242414
95	0.007799379554
96	0.007751327837
97	0.007731933645
98	0.007721469405
99	0.007629757623
100	0.007581272162
101	0.007541375254
102	0.007487504235
103	0.007480273168
104	0.007398003547
105	0.007306077485
106	0.007235324693
107	0.007093537015
108	0.007029485287
109	0.006993384288
110	0.006913774699
111	0.006862232417
112	0.006769038836
113	0.006749265499
114	0.006649333994
115	0.006641114178
116	0.006592086808
117	0.00657903305
118	0.006512933952
119	0.006458866747
120	0.006459238124
121	0.006448475411
122	0.006422978205
123	0.006369150444
124	0.006349597158
125	0.006332261754
126	0.006273079944
127	0.006253522294
128	0.006193379728
129	0.006039778449
130	0.005987468009
131	0.005944556513
132	0.005932203149
133	0.005912669995
134	0.005893071031
135	0.005893024985
136	0.005835671992
137	0.005835470462
138	0.005835254718
139	0.005835304862
140	0.005815174007
141	0.005815131702
142	0.00581523223
143	0.00581531618
144	0.005798444092
145	0.005798185197
146	0.005798537261
147	0.005797906213
148	0.0057980803
149	0.005798173686
150	0.005797876907
151	0.005798396061
152	0.005798064741
153	0.005797975585
154	0.005797735267
155	0.005798271983
156	0.00579763521
157	0.005797954259
158	0.00579812492
159	0.005798220846
160	0.005797805018
161	0.005797582622
162	0.005797601648
163	0.005797710156
164	0.005797795207
165	0.005797702906
166	0.005797832851
167	0.005797395303
168	0.005797395303
169	0.005797395303
170	0.005797395303
171	0.005797395303
172	0.005797395303
173	0.005797395303
174	0.005797395303
175	0.005797395303
176	0.005797395303
177	0.005797395303
178	0.005797395303
179	0.005797395303
180	0.005797395303
181	0.005797395303
182	0.005797395303
183	0.005797395303
184	0.005797395303
185	0.005797395303
186	0.005797395303
187	0.005797395303
188	0.005797395303
189	0.005797395303
190	0.005797395303
191	0.005797395303
192	0.005797395303
193	0.005797395303
194	0.005797395303
195	0.005797395303
196	0.005797395303
197	0.005797395303
198	0.005797395303
199	0.005797395303
200	0.005797395303
201	0.005797395303
202	0.005797395303
203	0.005797395303
204	0.005797395303
205	0.005797395303
206	0.005797395303
207	0.005797395303
208	0.005797395303
209	0.005797395303
210	0.005797395303
211	0.005797395303
212	0.005797395303
213	0.005797395303
214	0.005797395303
215	0.005797395303
216	0.005797395303
217	0.005797395303
218	0.005797395303
219	0.005797395303
220	0.005797395303
221	0.005797395303
222	0.005797395303
223	0.005797395303
224	0.005797395303
225	0.005797395303
226	0.005797395303
227	0.005797395303
228	0.005797395303
229	0.005797395303
230	0.005797395303
231	0.005797395303
232	0.005797395303
233	0.005797395303
234	0.005797395303
235	0.005797395303
236	0.005797395303
237	0.005797395303
238	0.005797395303
239	0.005797395303
240	0.005797395303
241	0.005797395303
242	0.005797395303
243	0.005797395303
244	0.005797395303
245	0.005797395303
246	0.005797395303
247	0.005797395303
248	0.005797395303
249	0.005797395303
250	0.005797395303
251	0.005797395303
252	0.005797395303
253	0.005797395303
254	0.005797395303
255	0.005797395303
256	0.005797375332
257	0.005797375332
258	0.005797375332
259	0.005797375332
260	0.005797375332
261	0.005797375332
262	0.005797375332
263	0.005797375332
264	0.005797375332
265	0.005797375332
266	0.005797375332
267	0.005797375332
268	0.005797375332
269	0.005797375332
270	0.005797375332
271	0.005797375332
272	0.005797375332
273	0.005797375332
274	0.005797375332
275	0.005797375332
276	0.005797375332
277	0.005797375332
278	0.005797375332
279	0.005797375332
280	0.005797375332
281	0.005797375332
282	0.005797375332
283	0.005797375332
284	0.005797375332
285	0.005797375332
286	0.005797375332
287	0.005797375332
288	0.005797375332
289	0.005797375332
290	0.005797375332
291	0.005797375332
292	0.005797375332
293	0.005797375332
294	0.005797375332
295	0.005797375332
296	0.005797375332
297	0.005797375332
298	0.005797375332
299	0.005797375332
